"","Lineage code","Ancestor code","Start date","End date","Species in lineage"
"1075","F90471","F90324",40.9336298515182,40.89940685018,"Turborotalia frontosa-Turborotalia possagnoensis-Turborotalia pomeroli-Turborotalia cerroazulensis-Turborotalia altispiroides"
"1076","F51086","N69",60.9,60.0142860026665,"Igorina pusilla"
"1077","F84573","F84677",14.9573251971928,14.724079505502,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1078","F40916","F40516",8.31744098922877,8.24400892370025,"Globoquadrina dehiscens"
"1079","F18913","F21082",33.7872968021478,32.8817268294352,"Dentoglobigerina sp-Dentoglobigerina galavisi-Dentoglobigerina tapuriensis"
"1080","F84975","F85126",21.5329824949009,20.6009449735336,"Trilobatus primordius"
"1081","F9242","N298",10.2,3.39533059154637,"Beella praedigitata-Beella digitata"
"1082","F57048","N83",55.9,54.8770934136948,"Morozovella subbotinae"
"1083","F5174","F5448",44.986160271763,42.6717075636154,"Acarinina coalingensis-Acarinina primitiva"
"1084","F11990","F11744",36.9323207635223,36.2142726720205,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1085","F86332","F86788",5.19126612233464,4.3378036544146,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1086","F44972","F48194",7.61294894308574,6.02657508977188,"Globoturborotalita woodi-Globoturborotalita apertura"
"1087","F89560","N18",34.5,34.034753660066,"Turborotalia cocoaensis-Turborotalia cunialensis"
"1088","F44332","F13143",42.4576220698897,41.914703181705,"Globorotaloides suteri-Catapsydrax unicavus"
"1089","F59323","F59564",6.14579966033343,5.32290849104757,"Neogloboquadrina atlantica-Neogloboquadrina humerosa-Neogloboquadrina dutertrei"
"1090","F37342","F36999",2.67149866766762,2.2317321522953,"Globigerinoides obliquus"
"1091","F81388","F81615",34.9697442555637,34.8407939290562,"Subbotina linaperta-Subbotina utilisindex"
"1092","F74577","F74366",35.784344034812,35.479027917633,"Subbotina minima-Subbotina angiporoides"
"1093","F21622","F21620",26.4726131399192,24.5904772738297,"Dentoglobigerina tripartita"
"1094","F28005","F27856",7.24297473824332,6.98661135123577,"Globoturborotalita occlusa-Globigerina praebulloides-Globigerina bulloides-Globigerina umbilicata-Globigerina falconensis"
"1095","F35778","N352",12.1,10.3564289728511,"Globigerinoides bollii-Globoturborotalita kennetti"
"1096","F26979","F26972",51.3356224393017,51.225812096921,"Globanomalina chapmani-Globanomalina planoconica-Planoglobanomalina pseudoalgeriana"
"1097","F12901","F12332",30.7288914748266,30.6051984870713,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1098","F37481","F37048",15.1682587971219,13.3173728460583,"Globigerinoides altiaperturus-Globigerinoides obliquus"
"1099","F16940","F17346",12.7696916729771,12.5336846338794,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"1100","F40564","F40757",23.1581121225687,21.4279446902632,"Globoquadrina dehiscens"
"1101","F11574","N206",43.4,41.0509543181583,"Catapsydrax howei"
"1102","F88787","N64",0.8,0.683167668847704,"Globorotalia truncatulinoides"
"1103","F80985","F80909",62.8578016216122,61.6608449114254,"Subbotina triloculinoides"
"1104","F69935","F69920",61.4685289571481,61.1962980012807,"Praemurica taurica-Praemurica pseudoinconstans-Praemurica inconstans-Praemurica uncinata"
"1105","F82140","F77328",38.8696254215063,38.2364420996426,"Subbotina yeguaensis-Subbotina gortanii"
"1106","F23755","F22591",28.8154479047022,28.7916332200309,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"1107","F12754","F43709",28.4204337941157,28.0237256106129,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1108","F15670","N279",27.6,26.862631331475,"Ciperoella angulisuturalis"
"1109","F22591","F23337",28.8213895492688,28.8154479047022,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"1110","F70203","F70299",15.8036152647948,15.7044876498157,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1111","F17617","F16940",12.5336846338794,11.8186683842097,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"1112","F13345","F13258",32.8196172760697,32.6472101471014,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1113","F5268","F5207",41.1348066815309,40.5583883426664,"Acarinina coalingensis-Acarinina primitiva"
"1114","F43581","F12540",32.2323500884138,32.2243444515926,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1115","F38599","F38674",15.9829963370562,15.5644921594812,"Globigerinoides subquadratus-Globigerinoides diminutus"
"1116","F16383","F16324",17.5391919445782,16.2654401126899,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"1117","F59351","F59323",5.32290849104757,4.69419960419415,"Neogloboquadrina atlantica-Neogloboquadrina humerosa-Neogloboquadrina dutertrei"
"1118","F89846","N13",48.7,46.1231090600637,"Turborotalia frontosa-Turborotalia possagnoensis-Turborotalia pomeroli-Turborotalia cerroazulensis-Turborotalia altispiroides"
"1119","F10498","F43128",18.8798020853382,18.6124795048605,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1120","F6676","F6665",51.4885899095563,51.4003781802368,"Acarinina quetra"
"1121","F74122","F74617",38.022372939088,36.9440389852412,"Subbotina minima-Subbotina angiporoides"
"1122","F73134","F73256",16.4766141053033,13.9527555687772,"Sphaeroidinellopsis disjuncta-Sphaeroidinellopsis seminulina"
"1123","F60723","F61490",7.69569715850777,7.5062879268599,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1124","F42634","N203",13.8,10.0750178814231,"Globorotaloides eovariabilis-Globorotaloides hexagonus"
"1125","F73485","F72973",7.93776422947049,7.32341292741708,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"1126","F85808","F85452",2.82975191787118,2.45568917624652,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1127","F23369","F23763",10.5696056859591,9.9514661288459,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"1128","F46585","F46593",26.5631810211731,26.0424040897074,"Globoturborotalita labiacrassata"
"1129","F7620","N115",51.6,51.063370714159,"Acarinina soldadoensis"
"1130","F65030","F64779",27.1771934845927,27.1299917990924,"Paragloborotalia pseudocontinuosa-Paragloborotalia nana-Paragloborotalia incognita"
"1131","F72992","F72924",6.10348473697901,5.92786489881092,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"1132","F41561","F40564",21.4279446902632,19.9165600171112,"Globoquadrina dehiscens"
"1133","F74000","F74415",32.8040000589454,32.4150532609271,"Subbotina minima-Subbotina angiporoides"
"1134","F85126","N286",23.2,21.5329824949009,"Trilobatus primordius"
"1135","F85285","F87073",13.8977587442919,13.1878046676252,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1136","F53925","F53948",55.5300789394323,53.8750616245344,"Morozovella aequa"
"1137","F23337","F20267",29.181876016173,28.8213895492688,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"1138","F26659","N3",62,61.5918588103787,"Globanomalina planocompressa-Globanomalina imitata-Globanomalina ovalis"
"1139","F26972","F26092",52.9311098087509,51.3356224393017,"Globanomalina chapmani-Globanomalina planoconica-Planoglobanomalina pseudoalgeriana"
"1140","F22821","F22334",24.0814666002057,23.9486218095772,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"1141","F73966","F74346",32.2828312096974,30.7331971562514,"Subbotina minima-Subbotina angiporoides"
"1142","F29670","F30131",37.6588981841449,37.5285506202665,"Globigerinatheka index"
"1143","F29971","F30163",34.9337221829779,34.7686833574214,"Globigerinatheka index"
"1144","F58986","N160",5.7,5.60145631788168,"Neogloboquadrina acostaensis"
"1145","F71190","N8",35.8,32.9354806687403,"Pseudohastigerina naguewichiensis"
"1146","F31912","F31649",21.2840162793174,20.0646506307577,"Globigerinella clavaticamerata-Globigerinella obesa-Globigerinella praesiphonifera-Globigerinella siphonifera"
"1147","F74293","F73949",36.22108688846,35.8317538128421,"Subbotina minima-Subbotina angiporoides"
"1148","F55474","N88",54.5,53.7985682395264,"Morozovella gracilis-Morozovella formosa"
"1149","F43087","F10890",23.699020773808,23.1398853263748,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1150","F84797","F85558",9.84564996926637,9.79132660917006,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1151","F90416","N17",37.3,36.9061444771747,"Turborotalia pomeroli-Turborotalia cerroazulensis"
"1152","F53786","F53978",57.7730908426626,56.9291005268903,"Morozovella angulata-Morozovella apanthesma-Morozovella aequa"
"1153","F15974","F15995",27.3911435633898,25.4658263640738,"Ciperoella ciperoensis-Ciperoella fariasi"
"1154","F62775","N149",37.2,20.8785728128953,"Paragloborotalia continuosa"
"1155","F32488","F32384",8.09309522763532,7.53995825705846,"Globigerinella siphonifera"
"1156","F49461","F49565",5.45336850882032,4.83992247706978,"Globorotalia praemargaritae-Globorotalia primitiva-Globorotalia evoluta-Globorotalia margaritae"
"1157","F41523","F40408",7.7936216628924,7.28820193886071,"Globoquadrina dehiscens"
"1158","F54024","F53776",51.5820959493797,51.3563201213395,"Morozovella aequa"
"1159","F13258","F43979",33.1733585069538,32.8196172760697,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1160","F41575","F41407",14.7093284347607,14.5700428292998,"Globoquadrina dehiscens"
"1161","F13379","F12260",22.7516856692987,22.2202907068329,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1162","F2488","F4629",43.9333259359008,43.7077598077059,"Acarinina pentacamerata-Acarinina collactea"
"1163","F50518","F50479",3.75565556813965,3.56441451900223,"Globorotalia scitula"
"1164","F87073","F87932",14.2301828099485,13.8977587442919,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1165","F52156","F52703",6.53422987838509,6.36940902047325,"Globorotalia menardii"
"1166","F26016","F26979",51.225812096921,49.7359924383811,"Globanomalina chapmani-Globanomalina planoconica-Planoglobanomalina pseudoalgeriana"
"1167","F80487","F80401",60.005928705635,57.7708229051844,"Subbotina trivialis-Subbotina triangularis"
"1168","F12535","F43087",23.1398853263748,22.8676423689622,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1169","F88151","F88221",4.03267911751674,3.57690872679064,"Globorotalia crassaformis-Globorotalia ronda"
"1170","F58648","F58826",3.90740988567239,3.21500743130455,"Neogloboquadrina acostaensis"
"1171","F85373","F87680",7.89071867904571,7.49393606906966,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1172","F79023","F78532",43.8671594178116,43.4615018769121,"Subbotina cancellata-Subbotina patagonica-Subbotina linaperta"
"1173","F4433","N110",49.55,48.7364589396724,"Acarinina pentacamerata-Acarinina collactea"
"1174","F54873","F54519",47.482278341629,47.1411770719127,"Morozovella lensiformis-Morozovella aragonensis"
"1175","F45492","N348",14.3,7.44432297054678,"Globoturborotalita decoraperta-Globoturborotalita rubescens-Globigerinoides tenellus"
"1176","F85316","F87080",12.2645400672985,11.9879324043415,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1177","F35622","F37211",18.7466768820118,17.4269947466932,"Globigerinoides altiaperturus-Globigerinoides obliquus"
"1178","F67168","F66400",20.2183440104523,19.8221820184845,"Paragloborotalia semivera-Paragloborotalia siakensis-Globorotalia bella-Paragloborotalia mayeri-Paragloborotalia acrostoma"
"1179","F61658","F60765",9.86852573557058,9.34615985444747,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1180","F61490","F61200",8.00544654048499,7.69569715850777,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1181","F68385","F68449",58.9508319023624,57.5455955868173,"Parasubbotina varianta"
"1182","F37803","F37862",11.3368863658165,9.87663886516525,"Globigerinoides altiaperturus-Globigerinoides obliquus"
"1183","F62441","F61970",7.44826699951431,7.12155422866291,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1184","F40408","F40916",8.24400892370025,7.7936216628924,"Globoquadrina dehiscens"
"1185","F38536","F38243",2.59270726104034,1.291520570549,"Globigerinoides elongatus-Globigerinoides ruber-Globigerinoides seigliei"
"1186","F18001","F18066",16.543123754469,14.0570701560262,"Dentoglobigerina baroemoenensis"
"1187","F8175","N102",56.2,54.9885203057923,"Acarinina subsphaerica"
"1188","F84677","F84556",15.2332803071989,14.9573251971928,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1189","F65941","N193",37.2,35.6130691677728,"Paragloborotalia pseudocontinuosa-Paragloborotalia nana"
"1190","F5087","F5703",47.0671563639675,46.309443494617,"Acarinina coalingensis-Acarinina primitiva"
"1191","F81348","F78188",38.1975179279782,36.2602628852095,"Subbotina linaperta-Subbotina utilisindex"
"1192","F26911","F27017",53.2355787185511,53.2193853503023,"Globanomalina chapmani-Globanomalina planoconica-Planoglobanomalina pseudoalgeriana"
"1193","F31272","F31301",37.9554725986231,35.2033743250905,"Globigerinatheka tropicalis"
"1194","F37048","F35481",15.4235310975662,15.1682587971219,"Globigerinoides altiaperturus-Globigerinoides obliquus"
"1195","F41718","F41685",7.07891192790819,6.53439547445392,"Globorotalia merotumida-Globorotalia plesiotumida"
"1196","F66385","F63716",26.1671003889432,25.025588972827,"Paragloborotalia semivera-Paragloborotalia siakensis-Globorotalia bella-Paragloborotalia mayeri-Paragloborotalia acrostoma"
"1197","F30931","N240",43.85,41.5875692989398,"Globigerinatheka mexicana"
"1198","F12625","F43129",30.812197569292,30.7776162618422,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1199","F60993","F61833",10.5656635152319,9.87879590139662,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1200","F21082","F19017",34.0614707023138,33.7872968021478,"Dentoglobigerina sp-Dentoglobigerina galavisi-Dentoglobigerina tapuriensis"
"1201","F89360","F90416",36.9061444771747,35.412280995609,"Turborotalia pomeroli-Turborotalia cerroazulensis"
"1202","F60117","F60218",1.93882552799769,1.66807967149653,"Neogloboquadrina incompta-Neogloboquadrina pachyderma"
"1203","F42420","F42304",1.27334853874985,0.912916750838049,"Globorotalia tumida-Globorotalia flexuosa"
"1204","F12841","F12298",27.3076777162046,27.2143581771315,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1205","F81741","F82072",57.101745981123,55.943259616089,"Subbotina velascoensis"
"1206","F21108","F21140",32.6157516724216,32.100110056,"Dentoglobigerina tapuriensis"
"1207","F17431","F16617",6.43933940174291,5.80296013433952,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"1208","F46960","F46906",7.27954295278993,7.08120190304536,"Globoturborotalita nepenthes"
"1209","F57492","N80",58.8,58.2740137792495,"Morozovella velascoensis"
"1210","F72819","F72280",3.55849457670984,2.81736839791429,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"1211","F59168","F59044",2.68668092752108,2.48239182897611,"Neogloboquadrina atlantica-Neogloboquadrina humerosa-Neogloboquadrina dutertrei"
"1212","F60729","F60792",11.9767512976076,11.7215114064635,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1213","F41829","N40",10,9.01788076163611,"Globorotalia merotumida-Globorotalia plesiotumida"
"1214","F5684","F1866",53.4385918480018,52.6091091204993,"Acarinina coalingensis-Acarinina primitiva"
"1215","F37674","F37495",16.8100174689828,16.3522777024205,"Globigerinoides altiaperturus-Globigerinoides obliquus"
"1216","F90334","F89457",41.835585768926,41.0318675465253,"Turborotalia frontosa-Turborotalia possagnoensis-Turborotalia pomeroli-Turborotalia cerroazulensis-Turborotalia altispiroides"
"1217","F82363","F82324",33.9755683578816,32.6496959324414,"Subbotina yeguaensis-Subbotina gortanii"
"1218","F21140","N165",32.7,32.6157516724216,"Dentoglobigerina tapuriensis"
"1219","F56338","N79",58,55.8046696890006,"Morozovella occlusa"
"1220","F61551","F61658",9.34615985444747,8.40806834677543,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1221","F38243","F38047",3.220565410899,2.59270726104034,"Globigerinoides elongatus-Globigerinoides ruber-Globigerinoides seigliei"
"1222","F42864","F42803",8.34053170294106,4.63077381590614,"Globorotaloides eovariabilis-Globorotaloides hexagonus"
"1223","F41188","F41161",15.8073421354452,14.9598943459392,"Globoquadrina dehiscens"
"1224","F54773","F54593",51.5451496289228,51.5061200453003,"Morozovella lensiformis-Morozovella aragonensis"
"1225","F44549","N203",13.8,13.1525440485461,"Globorotaloides variabilis"
"1226","F87381","F87671",15.6837732763006,14.9261853100942,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1227","F1753","N131",47.25,47.1959839729633,"Acarinina boudreauxi-Acarinina bullbrooki"
"1228","F90252","F90471",40.89940685018,40.5172123244249,"Turborotalia frontosa-Turborotalia possagnoensis-Turborotalia pomeroli-Turborotalia cerroazulensis-Turborotalia altispiroides"
"1229","F37490","N327",7.5,7.37347453429596,"Globigerinoides obliquus"
"1230","F22582","F23423",25.4813826706517,25.2168388026278,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"1231","F17102","F16383",16.2654401126899,16.0087682460644,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"1232","F59178","F59064",2.25544995519151,1.43131237070309,"Neogloboquadrina atlantica-Neogloboquadrina humerosa-Neogloboquadrina dutertrei"
"1233","F89457","F90448",42.8639786656189,41.835585768926,"Turborotalia frontosa-Turborotalia possagnoensis-Turborotalia pomeroli-Turborotalia cerroazulensis-Turborotalia altispiroides"
"1234","F17278","N177",27.2,20.7222256000713,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"1235","F28618","F27770",5.19093262713378,4.7318638278835,"Globoturborotalita occlusa-Globigerina praebulloides-Globigerina bulloides-Globigerina umbilicata-Globigerina falconensis"
"1236","F87080","F84856",13.1387310813063,12.2645400672985,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1237","F69717","N84",55.85,55.3636485181865,"Planorotalites pseudoscitula-Planorotalites capdevilensis"
"1238","F73114","F72962",5.64546524848556,5.11266703358386,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"1239","F2822","N112",41.6,41.5107882578936,"Acarinina collactea"
"1240","F11181","F11239",18.177169991809,17.671650504698,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1241","F37135","F37789",5.98115913722897,5.66059569178092,"Globigerinoides obliquus"
"1242","F11921","F12982",35.5372164032818,34.3317567023892,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1243","F27395","F28100",16.2640504931402,12.7720382248843,"Globoturborotalita occlusa-Globigerina praebulloides-Globigerina bulloides-Globigerina umbilicata-Globigerina falconensis"
"1244","F8613","N144",41.7,41.378816612014,"Acarinina topilensis"
"1245","F40846","F40736",16.9980029046233,16.9524502845807,"Globoquadrina dehiscens"
"1246","F76446","F75871",35.2324404033925,34.97789515018,"Subbotina eocaena"
"1247","F29631","N251",43.75,42.1781570159719,"Globigerinatheka curryi-Globigerinatheka euganea"
"1248","F69578","N86",49.55,47.1966764476889,"Planorotalites pseudoscitula-Planorotalites capdevilensis"
"1249","F73416","F73510",9.1015685677533,8.76650517110271,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"1250","F32023","F32022",14.6590660774754,13.7085758140979,"Globigerinella clavaticamerata-Globigerinella obesa-Globigerinella praesiphonifera-Globigerinella siphonifera"
"1251","F15324","N319",34.5,30.7793053480121,"Globoturborotalita gnaucki-Ciperoella anguliofficinalis"
"1252","F12298","N212",27.5,27.3076777162046,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1253","F28540","F27395",12.7720382248843,10.7031570305139,"Globoturborotalita occlusa-Globigerina praebulloides-Globigerina bulloides-Globigerina umbilicata-Globigerina falconensis"
"1254","F62943","F62940",18.0768794940319,15.3357047318736,"Paragloborotalia continuosa"
"1255","F64776","F65104",30.3399402910656,29.8885371490242,"Paragloborotalia pseudocontinuosa-Paragloborotalia nana"
"1256","F11003","F10610",29.7779453808255,29.4735180214074,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1257","F23486","F22836",15.386289404732,14.3152425918977,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"1258","F46954","F47249",10.5633349334542,10.1288116370421,"Globoturborotalita nepenthes"
"1259","F20075","F19987",17.1170481828509,13.4897955460218,"Dentoglobigerina larmeui"
"1260","F90339","F90325",45.6460550128203,45.045094368537,"Turborotalia frontosa-Turborotalia possagnoensis-Turborotalia pomeroli-Turborotalia cerroazulensis-Turborotalia altispiroides"
"1261","F77328","F82311",43.0008193513076,38.8696254215063,"Subbotina yeguaensis-Subbotina gortanii"
"1262","F61760","F61889",11.3635283241654,10.9581983906124,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1263","F49329","N48",3.5,3.31827943769516,"Globorotalia margaritae-Globorotalia hirsuta"
"1264","F20217","N171",32.5,31.617442226575,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"1265","F24832","N152",13.1,12.2403457796015,"Fohsella fohsi-Fohsella lobata-Fohsella robusta"
"1266","F40736","F40468",17.3903695469592,16.9980029046233,"Globoquadrina dehiscens"
"1267","F80424","N261",61.2,60.4251896726061,"Subbotina trivialis-Subbotina triangularis"
"1268","F8265","F8406",58.5540330356918,56.409668474535,"Acarinina subsphaerica"
"1269","F73969","F73913",33.1285648311046,32.95475044948,"Subbotina minima-Subbotina angiporoides"
"1270","F48073","F44988",5.53931550994515,4.65425294004381,"Globoturborotalita woodi-Globoturborotalita apertura"
"1271","F17506","F16461",13.8677040573279,13.0539141621534,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"1272","F62029","F62466",2.91291856303206,2.88928358649595,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1273","F72567","F72600",10.8181744857109,7.86840459511382,"Sphaeroidinellopsis kochi"
"1274","F30276","F29670",37.5285506202665,36.8782406263217,"Globigerinatheka index"
"1275","F67460","N267",45.7,44.7820020814834,"Parasubbotina hagni-Subbotina corpulenta"
"1276","F37558","F37310",6.53242546619847,6.45807257817743,"Globigerinoides obliquus"
"1277","F70299","F86654",16.2589333583321,15.8036152647948,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1278","F22467","F23428",13.9974725922176,13.9705893015945,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"1279","F74346","F74000",32.4150532609271,32.2828312096974,"Subbotina minima-Subbotina angiporoides"
"1280","F71539","N6",45.25,45.0810994703025,"Pseudohastigerina wilcoxensis-Pseudohastigerina micra"
"1281","F2709","F2822",41.5107882578936,37.0008256904245,"Acarinina collactea"
"1282","F43005","N212",27.5,24.5284764517751,"Globorotaloides stainforthi-Catapsydrax parvulus"
"1283","F44451","F43787",20.5146390045737,20.2227846065909,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1284","F70550","F70769",37.6413846730511,36.3902943402616,"Pseudohastigerina wilcoxensis-Pseudohastigerina micra"
"1285","F973","F776",41.8440464243595,41.4309610626918,"Acarinina boudreauxi-Acarinina bullbrooki"
"1286","F44986","F45020",4.07823760185888,4.04779248883511,"Globoturborotalita woodi-Globoturborotalita apertura"
"1287","F87704","F86734",20.6360839621979,20.0447782867867,"Globoturborotalita connecta-Trilobatus sacculifer-Trilobatus praeimmaturus"
"1288","F38746","N334",15.1,14.7624938784703,"Globigerinoides subquadratus"
"1289","F60380","F60176",1.06539678233909,1.0171128107328,"Neogloboquadrina incompta-Neogloboquadrina pachyderma"
"1290","F90325","F89846",46.1231090600637,45.6460550128203,"Turborotalia frontosa-Turborotalia possagnoensis-Turborotalia pomeroli-Turborotalia cerroazulensis-Turborotalia altispiroides"
"1291","F64671","N195",29.8,29.7923876543995,"Paragloborotalia pseudocontinuosa-Paragloborotalia nana-Paragloborotalia incognita"
"1292","F72119","F72819",2.81736839791429,1.3082224066346,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"1293","F44361","F43782",31.63204791205,30.9070909274113,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1294","F45911","F45855",14.4635263156068,11.4348197350772,"Globoturborotalita druryi"
"1295","F24993","F25219",14.0960323701511,13.9133910134572,"Fohsella peripheroronda-Paragloborotalia birnageae-Fohsella peripheroacuta-Fohsella praefohsi"
"1296","F66312","F63718",22.0029731177073,21.3169733572286,"Paragloborotalia semivera-Paragloborotalia siakensis-Globorotalia bella-Paragloborotalia mayeri-Paragloborotalia acrostoma"
"1297","F85452","F87312",2.95903799568536,2.82975191787118,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1298","F87066","F87381",14.9261853100942,14.7527131360234,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1299","F61833","F61760",10.9581983906124,10.5656635152319,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1300","F85419","F87704",20.0447782867867,19.8111744549125,"Globoturborotalita connecta-Trilobatus sacculifer-Trilobatus praeimmaturus"
"1301","F29170","F29108",40.007972167335,32.1842137721018,"Subbotina roesnaesensis-Globigerina officinalis"
"1302","F16617","F16837",7.27691825819667,6.43933940174291,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"1303","F46906","F46990",7.36203721716302,7.27954295278993,"Globoturborotalita nepenthes"
"1304","F27665","F27551",7.7891457751729,7.70129534976557,"Globoturborotalita occlusa-Globigerina praebulloides-Globigerina bulloides-Globigerina umbilicata-Globigerina falconensis"
"1305","F12982","F11990",36.2142726720205,35.5372164032818,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
